"name","address","zip_code","type","administrator","phonenumber","source","entity_type"
"MONDRAGON HEALTH LLC  ","855  3Rd Ave",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O ARTURO MONDRAGON",NULL,"Audrey Merged",NULL
"MONTGOMERY WALLER COMMUNITY PARK","Beyer & Palm Ave",NULL,"CMTYPK","Parks & Recreation",NULL,"Audrey Merged",NULL
"MORGAN TOWER HOUSING ASSOCIATES LP ","1415  D Ave",NULL,"APARTMENTS","C/O COMMUNITY HOUSINGWORKS",NULL,"Audrey Merged",NULL
"MOUNTAIN VIEW HEALTHCARE","1404 Jamacha Road","92019.0","RESIDENTIAL CARE ELDERLY","SONYA KARPAL","(619) 588-8045","Audrey Merged",NULL
"MOUNTAIN VIEW HOUSING ASSOCIATES LP ALTA VISTA TOWNHOMES LLC MGP","4404  Mayberry St",NULL,"APARTMENTS","C/O COMMUNITY HOUSINGWORKS",NULL,"Audrey Merged",NULL
"MT COMMUNITY HOMES LLC","4709 Rose Dr","92056.0","RESIDENTIAL CARE ELDERLY","JEAN-BAPTISTE, MICHAEL","(619) 213-9545","Audrey Merged",NULL
"MV TANVENTURES LLC DBA ITAN SOLARIUMS ","6994  El Camino Real",NULL,"BODY CULTURE/MASSAGE","C/O TIMOTHY HERLEHY",NULL,"Audrey Merged",NULL
"MV TANVENTURES LLC DBA ITAN SOLARIUMS ","925  Camino De La Reina",NULL,"BODY CULTURE/MASSAGE","C/O TIM HERLEHY",NULL,"Audrey Merged",NULL
"MV TANVENTURES LLC DBA ITAN SOLARIUMS ","2127  Olympic Pkwy",NULL,"BODY CULTURE/MASSAGE","C/O TIM HERLEHY",NULL,"Audrey Merged",NULL
"MV TANVENTURES LLC DBA ITAN SOLARIUMS ","10450  Friars Rd",NULL,"BEAUTY SHOP","C/O TIM HERLEHY",NULL,"Audrey Merged",NULL
"MVFIT LLC DBA LONGEVITY HEALTH& PERFORMANCE","830  Village Dr",NULL,"MISC AMUSEMENT","ATTN MONICA VETTER SALAMANCA",NULL,"Audrey Merged",NULL
"MYERS HOME HEALTH INC DBA MYERS HOSPICE ","6540  Lusk Blvd",NULL,"MISCELLANEOUS ASSOC","C/O HMAYAK GRISHCHYAN",NULL,"Audrey Merged",NULL
"NATIONAL AIR INC DBA NATIONAL AIR&ENERGY ","2053  Kurtz St",NULL,"MISCELLANEOUS AGENCY","C/O ACCOUNTING",NULL,"Audrey Merged",NULL
"NATIONAL MENTOR HEALTHCARE LLC DBA CALIFORNIA MENTOR FAMILY","8745  Aero Dr",NULL,"DOCTOR/OSTEOPA/CHIRO","HOME AGENCY",NULL,"Audrey Merged",NULL
"NEIGHBORHOOD HEALTHCARE  ","13010  Poway Rd",NULL,"MISCELLANEOUS ASSOC","C/O MAGGIE KINKEAD",NULL,"Audrey Merged",NULL
"NEIGHBORHOOD HEALTHCARE  ","855 E Madison Ave",NULL,"MISCELLANEOUS ASSOC","C/O MAGGIE KINKEAD",NULL,"Audrey Merged",NULL
"NEIGHBORHOOD HEALTHCARE  ","2180  Chablis Ct",NULL,"MISCELLANEOUS ASSOC","C/O MAGGIE KINKEAD",NULL,"Audrey Merged",NULL
"NEIGHBORHOOD HEALTHCARE  ","1309 S Mission Rd",NULL,"MISCELLANEOUS ASSOC","C/O MAGGIE KINKEAD",NULL,"Audrey Merged",NULL
"NEIGHBORHOOD HEALTHCARE  ","1001 E Grand Ave",NULL,"MISCELLANEOUS ASSOC","C/O MAGGIE KINKEAD",NULL,"Audrey Merged",NULL
"NEIGHBORHOOD HEALTHCARE  ","10039  Vine St",NULL,"MISCELLANEOUS ASSOC","C/O MAGGIE KINKEAD",NULL,"Audrey Merged",NULL
"NEIGHBORHOOD HEALTHCARE  ","12539  Laurel St",NULL,"MISCELLANEOUS ASSOC","C/O MAGGIE KINKEAD",NULL,"Audrey Merged",NULL
"NEIGHBORHOOD HEALTHCARE  ","910 E Ohio Ave",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O MAGGIE KINKEAD",NULL,"Audrey Merged",NULL
"NEIGHBORHOOD HEALTHCARE  ","426 N Date St",NULL,"MISCELLANEOUS ASSOC","C/O MAGGIE KINKEAD",NULL,"Audrey Merged",NULL
"NEIGHBORHOOD HEALTHCARE  ","425 N Date St",NULL,"MISCELLANEOUS ASSOC","C/O MAGGIE KINKEAD",NULL,"Audrey Merged",NULL
"NEIGHBORHOOD HEALTHCARE  ","460 N Elm St",NULL,"MISCELLANEOUS ASSOC","C/O MAGGIE KINKEAD",NULL,"Audrey Merged",NULL
"NEIGHBORHOOD HEALTHCARE  ","728 E Valley Pkwy",NULL,"MISC PROFESSIONAL","C/O MAGGIE KINKEAD",NULL,"Audrey Merged",NULL
"NEIGHBORHOOD HEALTHCARE  ","215 S Hickory St",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O MAGGIE KINKEAD",NULL,"Audrey Merged",NULL
"NEIGHBORHOOD HEALTHCARE  ","401 E Valley Pkwy",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O MAGGIE KINKEAD",NULL,"Audrey Merged",NULL
"NEIGHBORHOOD HEALTHCARE  ","760 E Valley Pkwy",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O MAGGIE KINKEAD",NULL,"Audrey Merged",NULL
"NEIGHBORHOOD HEALTHCARE  ","488 E Valley Pkwy",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O MAGGIE KINKEAD",NULL,"Audrey Merged",NULL
"NEIGHBORHOOD HEALTHCARE  ","488 E Valley Pkwy",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O MAGGIE KINKEAD",NULL,"Audrey Merged",NULL
"NEIGHBORHOOD HEALTHCARE  ","488 E Valley Pkwy",NULL,"MISCELLANEOUS ASSOC","C/O MAGGIE KINKEAD",NULL,"Audrey Merged",NULL
"NEIGHBORHOOD HEALTHCARE  ","550 W Washington Ave",NULL,"MISCELLANEOUS ASSOC","C/O MAGGIE KINKEAD",NULL,"Audrey Merged",NULL
"NEIGHBORHOOD HEALTHCARE  ","2085  Montiel Rd",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O MAGGIE KINKEAD",NULL,"Audrey Merged",NULL
"NEIGHBORHOOD HEALTHCARE  ","28477  Lizard Rocks Rd",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O MAGGIE KINKEAD",NULL,"Audrey Merged",NULL
"NEIGHBORHOOD HEALTHCARE  ","470 N Mollison Ave",NULL,"MISCELLANEOUS ASSOC","C/O MAGGIE KINKEAD",NULL,"Audrey Merged",NULL
"NEIGHBORHOOD HEALTHCARE SEE 6786035000 ","10047  Vine St",NULL,"DOCTOR/OSTEOPA/CHIRO","ATTN CLARISSA BUSTAMANTE",NULL,"Audrey Merged",NULL
"NEULIVEN HEALTH INC  ","9245  Brown Deer Rd",NULL,"SPECIALTY STORE-SOFT","ATTN LI-TAO ZHONG",NULL,"Audrey Merged",NULL
"NEW HOPE COMMUNITY CHURCH OF CHULA VISTA ","2720  Olympic Pkwy",NULL,"MISCELLANEOUS ASSOC","ATTN PASTOR JOHN RUSSELL COX",NULL,"Audrey Merged",NULL
"NEW VIEW MENTAL HEALTH INC.","2140 Hartford Street","92110.0","SOCIAL REHABILITATION FACILITY","SIMONS, DANIEL","(858) 345-7926","Audrey Merged",NULL
"NEXTGEN HEALTHCARE INC  ","9725  Scranton Rd",NULL,"MISC PROFESSIONAL","PMB 1256",NULL,"Audrey Merged",NULL
"NIKZAD ROYA PHD CREATE WELLNESS STEM CELL HEALTH CENTERS","8950  Villa La Jolla Dr",NULL,"MISC PROFESSIONAL","SEE 7430131950",NULL,"Audrey Merged",NULL
"NIR COMMUNITY I","10163 Embassy Way","92126.0","RESIDENTIAL CARE ELDERLY","SYEEDA AKHTER-RAHMAN","(858) 414-5095","Audrey Merged",NULL
"NIR COMMUNITY II","10935 Jeffrey Court","92126.0","RESIDENTIAL CARE ELDERLY","HUQ, RANA","(858) 348-2017","Audrey Merged",NULL
"NIR COMMUNITY III","10975 Janice Ct","92126.0","RESIDENTIAL CARE ELDERLY","HUQ, RANA","(858) 414-5095","Audrey Merged",NULL
"NOBEL HEALTH PROPERTIES LLC SEE 7430074047 ","3880  Nobel Dr",NULL,"APARTMENTS","C/O ENSIGN SERVICES INC",NULL,"Audrey Merged",NULL
"NOBLE ENVIRONMENTAL TECHNOLOGIES CORPORATION DBA ECOR","6420  Federal Blvd",NULL,"WOOD PRODUCTS MFG","ATTN DIONISIA TYSON",NULL,"Audrey Merged",NULL
"NOBLE ENVIRONMENTAL TECHOLOGIES CORPORATION DBA ECOR","6360  Federal Blvd",NULL,"WOOD PRODUCTS MFG","SEE 7430110277",NULL,"Audrey Merged",NULL
"NOR LIVING CCH LLC","25143 Jack Rabbit Acres","92026.0","COMMUNITY CRISIS HOME - ARF","BUCKINGHAM, ADELITA","(619) 219-9209","Audrey Merged",NULL
"NORTH COUNTY COMMUNITY SVCS DBA NORTH COUNTY COMMUNITY SVCS CHILD DEV CTR BALDERRAMA","709  San Diego St",NULL,"MISCELLANEOUS ASSOC","C/O LORITTA ROOD",NULL,"Audrey Merged",NULL
"NORTH COUNTY HEALTH SERVICES (A CORP) MISSION MESA WOMENS HEALTH CTR","2210  Mesa Dr",NULL,"MISCELLANEOUS ASSOC","SEE 733-2764000 SAME",NULL,"Audrey Merged",NULL
"NORTH COUNTY HEALTH SERVICES DBA ENCINITAS WOMEN&CHILDRENS HEALTH CENTER","1130  2Nd St",NULL,"DOCTOR/OSTEOPA/CHIRO","SEE 7430013715",NULL,"Audrey Merged",NULL
"NORTH COUNTY INTERFAITH COUNCIL INC DBA INTERFAITH COMMUNITY","550 W Washington Ave",NULL,"RELIGIOUS ORGANIZATI","SERVICES",NULL,"Audrey Merged",NULL
"NORTH COUNTY LIFELINE INC DBA LIFELINE COMMUNITY SERVICES","334  Via Vera Cruz",NULL,"MISC PROFESSIONAL","ATTN ACCOUNTS PAYABLE",NULL,"Audrey Merged",NULL
"NORTH COUNTY LIFELINE INC DBA LIFELINE COMMUNITY SERVICES","707  Oceanside Blvd",NULL,"MISCELLANEOUS ASSOC","ATTN ACCOUNTS PAYABLE",NULL,"Audrey Merged",NULL
"NORTH COUNTY LIFELINE INC DBA LIFELINE COMMUNITY SERVICES","200  Michigan Ave",NULL,"MISCELLANEOUS ASSOC","ATTN ACCOUNTS PAYABLE",NULL,"Audrey Merged",NULL
"NORTH COUNTY LIFELINE INC DBA LIFELINE COMMUNITY SERVICES","3890  Murphy Canyon Rd",NULL,"MISC BROKER","ATTN ACCOUNTS PAYABLE",NULL,"Audrey Merged",NULL
"NORTH SANTA FE HOUSING ASSOCIATES LP ","301 N Santa Fe Ave",NULL,"LOW INCOME HOUSING","C/O COMMUNITY HOUSINGWORKS",NULL,"Audrey Merged",NULL
"OCEAN BEACH COMMUNITY DEVELOPMENT CORPORATION LOW INCOME UNITS FOR BATTERED","2147  Abbott St",NULL,"APARTMENTS","WOMEN AND KIDS",NULL,"Audrey Merged",NULL
"OCEANSIDE HEALTHCARE STAFFING INC DBA SPACESHIP STUDIOS","294  La Moree Rd",NULL,"MISC AMUSEMENT","ATTN ANDREW H GIBBS",NULL,"Audrey Merged",NULL
"OCEANSIDE HOUSING PARTNERS LP  ","3210  Mission Ave",NULL,"APARTMENTS","C/O NATIONAL CORE-ACCOUNTING",NULL,"Audrey Merged",NULL
"OCEANSIDE SENIOR HOUSING PARTNERS LP ","1710  Maxson St",NULL,"APARTMENTS","C/O NATIONAL CORE-ACCOUNTING",NULL,"Audrey Merged",NULL
"ODYSSEY HEALTHCARE OPERATING A LP DBA KINDRED HOSPITAL","400 S Melrose Dr",NULL,"REST HOME","C/O RYAN LLC DEPT 117",NULL,"Audrey Merged",NULL
"OLIVE GROVE COMMUNITY PK","Mt Abernathy & Printwood Wy",NULL,"CMTYPK","Parks & Recreation",NULL,"Audrey Merged",NULL
"OLIVE HOLDING LLC DBA AVIARA HEALTHCARE CENTER FKA PLUM HEALTHCARE","944  Regal Rd",NULL,"REST HOME","ATTN PROPERTY TAX DEPT",NULL,"Audrey Merged",NULL
"ONE HEALTH BOUTIQUE LLC THE  ","5350  Riley St",NULL,"DOCTOR/OSTEOPA/CHIRO","ATTN ELENA KOZINA",NULL,"Audrey Merged",NULL
"OPTIONS FOR ALL INC DBA EMPLOYMENT&COMMUNITY OPTIONS-SEE 7430084491","6302  Riverdale St",NULL,"MISCELLANEOUS ASSOC","ATTN PROPERTY TAX DEPT",NULL,"Audrey Merged",NULL
"OPTUMSERVE HEALTH SERVICES INC  ","2655  Camino Del Rio N",NULL,"INSURANCE BROKER","C/O GRANT THORNTON LLP",NULL,"Audrey Merged",NULL
"OPTUMSERVE HEALTH SERVICES INC  ","380 S Melrose Dr",NULL,"INSURANCE BROKER","C/O GRANT THORNTON LLP",NULL,"Audrey Merged",NULL
"OPTUMSERVE HEALTH SERVICES INC  ","404  Camino Del Rio S",NULL,"INSURANCE BROKER","C/O GRANT THORNTON LLP",NULL,"Audrey Merged",NULL
"ORANGE PLACE HOUSING ASSOCIATES A CALIF LP ","1500 S Orange Pl",NULL,"LOW INCOME HOUSING","C/O COMMUNITY HOUSINGWORKS",NULL,"Audrey Merged",NULL
"OTAY MESA ENERGY CENTER LLC  ","647  Alta Rd",NULL,"ELECTRICITY GENERATI","ATTN PROPERTY TAX DEPT",NULL,"Audrey Merged",NULL
"OTAY MESA GENERATING COMPANY LLC DBA CALPINE OTAY MESA ENERGY","606  De La Fuente Ct",NULL,"ELECTRICITY GENERATI","C/O PROPERTY TAX DEPARTMENT",NULL,"Audrey Merged",NULL
"PACIFIC HEALTH CARE SYSTEMS INC DBA SAN DIEGO HOMECARE","1177  Bernardo Plaza Ct",NULL,"MISC PROFESSIONAL","SUPPLIES",NULL,"Audrey Merged",NULL
"PACIFIC HEALTH SYSTEMS LP  ","610  Euclid Ave",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O ADVANCED TMS CLINIC INC",NULL,"Audrey Merged",NULL
"PACIFIC SOUTHWEST COMMUNITY DEVELOPMENT CORPORATION ","16935 W Bernardo Dr",NULL,"MISC PROFESSIONAL","C/O ROBERT LAING",NULL,"Audrey Merged",NULL
"PACIFIC SOUTHWEST DISTRICT OF THE WESLEYAN CHURCH DBA SWEETWATER COMMUNITY","5305  Sweetwater Rd",NULL,"RELIGIOUS ORGANIZATI","CHURCH",NULL,"Audrey Merged",NULL
"PALOMAR HEALTH MEDICAL GROUP  ","28743  Valley Center Rd",NULL,"DOCTOR/OSTEOPA/CHIRO","ATTN ACCOUNTS PAYABLE",NULL,"Audrey Merged",NULL
"PALOMAR HEALTH MEDICAL GROUP INC ","15725  Pomerado Rd",NULL,"DOCTOR/OSTEOPA/CHIRO","ATTN ACCOUNTS PAYABLE",NULL,"Audrey Merged",NULL
"PALOMAR HEALTH MEDICAL GROUP INC ","6725  Mesa Ridge Rd",NULL,"DOCTOR/OSTEOPA/CHIRO","ATTN ACCOUNTS PAYABLE",NULL,"Audrey Merged",NULL
"PALOMAR HEALTH MEDICAL GROUP INC ","1955  Citracado Pkwy",NULL,"DOCTOR/OSTEOPA/CHIRO","ATTN ACCOUNTS PAYABLE",NULL,"Audrey Merged",NULL
"PALOMAR HEALTH REHALIBITATION INSTITUTE LLC ","2181  Citracado Pkwy",NULL,"HOSPITAL","C/O PROPERTY VALUATION SVCS",NULL,"Audrey Merged",NULL
"PALOMAR HEALTH TECHNOLOGY INC FKA ARCH HEALTH PARTNERS INC ","2125  Citracado Pkwy",NULL,"DOCTOR/OSTEOPA/CHIRO","ATTN ACCOUNTING DEPT",NULL,"Audrey Merged",NULL
"PALOMAR HEIGHTS HEALTHCARE LLC DBA PALOMAR HEIGHTS POST ACUTE ","1260 E Ohio Ave",NULL,"REST HOME","ATTN PROPERTY TAX DEPT",NULL,"Audrey Merged",NULL
"PALOMAR VOA AFFORDABLE HOUSING LP ","171  Palomar St",NULL,"LOW INCOME HOUSING","C/O CHRIS GARLAND",NULL,"Audrey Merged",NULL
"PARADISE CREEK HOUSING PARTNERS LP CHW PARADISE CREEK DEVELOPMENT","2100  Hoover Ave",NULL,"MISCELLANEOUS ASSOC","C/O LLC MGP",NULL,"Audrey Merged",NULL
"PARADISE CREEK II HOUSING PARTNERS LP ","2100  Hoover Ave",NULL,"APARTMENTS","C/O THE RELATED CO OF CA",NULL,"Audrey Merged",NULL
"PARADISE VALLEY HEALTH CARE CENTER INC ","2575 E 8Th St",NULL,"REST HOME","ATTN PROPERTY TAX DEPT",NULL,"Audrey Merged",NULL
"PARADISE VALLEY HOSPITAL CORP DBA BAYVIEW BEHAVIORAL HEALTH CAMPUS","330  Moss St",NULL,"HOSPITAL","SEE 7430024073",NULL,"Audrey Merged",NULL
"PARADISE VALLEY MANOR","2575 E. Eighth Street","91950.0","RCFE-CONTINUING CARE RETIREMENT COMMUNITY","LANDON BURRUP","(619) 470-6700","Audrey Merged",NULL
"PARK VILLA COMMUNITY PARTNERS LP ","260 W Park Ave",NULL,"APARTMENTS","C/O COMMUNITY PRESERVATION",NULL,"Audrey Merged",NULL
"PARRISH JAMES LARRY DBA RUB-KRETE THE ENVIRONMENTAL ASPHALT","7331  Alicante Rd",NULL,"SPECIAL EQ PLATES","RESURFACER",NULL,"Audrey Merged",NULL
"PASHA MANAGEMENT INC DBA PC HOUSING ","7084  Miramar Rd",NULL,"MISC PROFESSIONAL","ATTN ALEX SHAHABE",NULL,"Audrey Merged",NULL
"PATHWAYS COMMUNITY CHURCH OF SANTEE INC ","9638  Carlton Hills Blvd",NULL,"RELIGIOUS ORGANIZATI","ATTN KATHY MOREBELLO",NULL,"Audrey Merged",NULL
"PATHWAYS COMMUNITY SERVICES LLC DBA NOBLE WORKS","3330  Market St",NULL,"MISCELLANEOUS ASSOC","C/O JOYCE MONTES",NULL,"Audrey Merged",NULL
"PEREGRINE ENERGY STORAGE LLC  ","2697  Main St",NULL,"ELECTRICITY GENERATI","C/O CIELO CAPILITAN",NULL,"Audrey Merged",NULL
"PERENIAL ENVIRONMENTAL SERVICES LLC BFSA ENVIRONMENTAL SERVICES","14010  Poway Rd",NULL,"MISC & TECHNICAL LAB","C/O ACCOUNTING",NULL,"Audrey Merged",NULL
"PHEC INC DBA PACIFIC HEALTH EDUCATIONAL CENTER #1","9466  Black Mountain Rd",NULL,"MISC SCHOOL","ATTN MARIE CHEUNG",NULL,"Audrey Merged",NULL
"PHILIPS HEALTHCARE INFORMATICS INC ","435  H St",NULL,"SOFTWARE","C/O THE ALBANO GROUP LLC",NULL,"Audrey Merged",NULL
"PHILIPS HEALTHCARE INFORMATICS INC ","4077  5Th Ave",NULL,"SOFTWARE","C/O THE ALBANO GROUP LLC",NULL,"Audrey Merged",NULL
"PHILIPS HEALTHCARE INFORMATICS INC ","8945  Rehco Rd",NULL,"MISC PROFESSIONAL","C/O THE ALBANO GROUP LLC",NULL,"Audrey Merged",NULL
"PHILIPS HEALTHCARE INFORMATICS INC ","4275  Campus Point Ct",NULL,"SOFTWARE","C/O THE ALBANO GROUP LLC",NULL,"Audrey Merged",NULL
"PHILIPS HEALTHCARE INFORMATICS INC ","15004  Innovation Dr",NULL,"SOFTWARE","C/O THE ALBANO GROUP LLC",NULL,"Audrey Merged",NULL
"PINE VALLEY COMMUNITY CHURCH  ","28944  Old Highway 80",NULL,"RELIGIOUS ORGANIZATI","C/O ROS MAJAM",NULL,"Audrey Merged",NULL
"PINECREST COMMUNITY CENTER  ","3936  Highway 79",NULL,"WATER CO (WELLS)","ATTENTION STAN CORNETTE",NULL,"Audrey Merged",NULL
"PIONEER HEALTHCARE SERVICES LLC ","6215  Ferris Sq",NULL,"EMPLOYMENT","C/O DANIEL RIETTI",NULL,"Audrey Merged",NULL
"PLYMOUTH HEALTH INVESTMENTS INC DBA ALVARADO HOSPITAL HUMAN RESOURCES SEE 6603420000","5555  Reservoir Dr",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O JOHN CONRAD",NULL,"Audrey Merged",NULL
"POPLAR HOLDINGS LLC DBA POWAY HEALTHCARE CENTER ","15632  Pomerado Rd",NULL,"REST HOME","ATTN PROPERTY TAX DEPT",NULL,"Audrey Merged",NULL
"PORTSIDE HEALTHCARE INC DBA MISSION HILLS POST ACUTE CARE","3680  Reynard Way",NULL,"REST HOME","ATTN BRETT ARNOLD",NULL,"Audrey Merged",NULL
"POST HOUSING LP  ","1268  Palm Ave",NULL,"APARTMENTS","C/O KRISTI ISHAM",NULL,"Audrey Merged",NULL
"POTRERO COMMUNITY CHURCH  ","26411  Campo Rd",NULL,"RELIGIOUS ORGANIZATI","C/O MARK LYLES",NULL,"Audrey Merged",NULL
"PREMIER COMMUNITY SERVICE LLC PCS ","3548  Seagate Way",NULL,"MISC PROFESSIONAL","C/O SUE BARNETT",NULL,"Audrey Merged",NULL
"PREMIER TREATMENT&HEALTH MANAGEMENT CENTRE INC ","444 W C St",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O DR PETER MACKAY",NULL,"Audrey Merged",NULL
"PRESIDIO COMMUNITY PARK","Taylor St & Presidio Dr",NULL,"CMTYPK","Parks & Recreation",NULL,"Audrey Merged",NULL
"PREVALON ENERGY LLC  ","1472  Fayette St",NULL,"MISC PROFESSIONAL","C/O CAREY MURPHY",NULL,"Audrey Merged",NULL
"PRIMARY CARE HEALTH NETWORK LLC DBA INTEGRATED HEALTH PARTNERS","3710  Ruffin Rd",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O TESSA CROSS",NULL,"Audrey Merged",NULL
"PRIME HEALTHCARE PARADISE VALLEY LLC ADMINISTRATIN","655 S Euclid Ave",NULL,"REST HOME","SEE 7430024073",NULL,"Audrey Merged",NULL
"PRIME HEALTHCARE PARADISE VALLEY LLC DBA PARADISE VALLEY HOSPITAL","2400 E 4Th St",NULL,"REST HOME","C/O GARY SINISTERRA",NULL,"Audrey Merged",NULL
"PRIME HEALTHCARE PARADISE VALLEY LLC MEDICAL STAFF","655 S Euclid Ave",NULL,"REST HOME","SEE 7430024073",NULL,"Audrey Merged",NULL
"PROFECTUS HEALTH&FITNESS LLC  ","9461  Grossmont Summit Dr",NULL,"FITNESS CENTER","C/O CRISTINA BECERRA TORRES",NULL,"Audrey Merged",NULL
"PROMENADE AT CREEKSIDE HOUSING PARTNERS LP DBA LAS PALMAS HOUSING&","2  Creekside Dr",NULL,"LOW INCOME HOUSING","DEVELOPMENT CORP MGP",NULL,"Audrey Merged",NULL
"PROPRIOCEPTIVE HEALTH SOLUTIONS LLC ","8939  Villa La Jolla Dr",NULL,"DOCTOR/OSTEOPA/CHIRO","C/O MONICA DOLLARD",NULL,"Audrey Merged",NULL
"PROVISION HEALTH CORP DBA PH LABS ","9760  Via De La Amistad",NULL,"BAKERY/CONFECTIONERS","ATTN JORGE L AMEZCUA",NULL,"Audrey Merged",NULL
"PS SOLAR INC #07212 ","6211  Corte Del Abeto",NULL,"PHOTOVOLTAIC","C/O ADVANTAX",NULL,"Audrey Merged",NULL
"PS SOLAR INC #08017 ","1047 N Johnson Ave",NULL,"PHOTOVOLTAIC","C/O ADVANTAX",NULL,"Audrey Merged",NULL
"PS SOLAR INC #08020 ","477  Stevens Ave",NULL,"PHOTOVOLTAIC","C/O ADVANTAX",NULL,"Audrey Merged",NULL
"PS SOLAR INC #08209 ","7545  Dagget St",NULL,"PHOTOVOLTAIC","C/O ADVANTAX",NULL,"Audrey Merged",NULL
"PS SOLAR INC #08508 ","3750  Willow Glen Dr",NULL,"PHOTOVOLTAIC","C/O ADVANTAX",NULL,"Audrey Merged",NULL
"PS SOLAR INC #08784 ","1714  Palm Ave",NULL,"PHOTOVOLTAIC","C/O ADVANTAX",NULL,"Audrey Merged",NULL
"PS SOLAR INC #20178 ","1510 N Magnolia Ave",NULL,"PHOTOVOLTAIC","C/O ADVANTAX",NULL,"Audrey Merged",NULL
"PS SOLAR INC #20292 ","2317  Main St",NULL,"PHOTOVOLTAIC","C/O ADVANTAX",NULL,"Audrey Merged",NULL
"PS SOLAR INC #20480 ","5175  Pacific Hwy",NULL,"PHOTOVOLTAIC","C/O ADVANTAX",NULL,"Audrey Merged",NULL
"PS SOLAR INC #21908 ","560  16Th St",NULL,"PHOTOVOLTAIC","C/O ADVANTAX",NULL,"Audrey Merged",NULL
"PS SOLAR INC #23424 ","984  Sherman St",NULL,"PHOTOVOLTAIC","C/O ADVANTAX",NULL,"Audrey Merged",NULL
"PS SOLAR INC #24407 ","9550  Kearny Mesa Rd",NULL,"PHOTOVOLTAIC","C/O ADVANTAX",NULL,"Audrey Merged",NULL
"PS SOLAR INC #25731 ","6200  Miramar Rd",NULL,"PHOTOVOLTAIC","C/O ADVANTAX",NULL,"Audrey Merged",NULL
"PS SOLAR INC #26935 ","2391  Fenton St",NULL,"PHOTOVOLTAIC","C/O ADVANTAX",NULL,"Audrey Merged",NULL
"PS SOLAR INC #26936 ","12340  World Trade Dr",NULL,"PHOTOVOLTAIC","C/O ADVANTAX",NULL,"Audrey Merged",NULL
"PS SOLAR INC #27196 ","325  Brotherton Rd",NULL,"PHOTOVOLTAIC","C/O ADVANTAX",NULL,"Audrey Merged",NULL
"PS SOLAR INC #27201 ","2815  Caribou Ct",NULL,"PHOTOVOLTAIC","C/O ADVANTAX",NULL,"Audrey Merged",NULL
"PS SOLAR INC #27262 ","1247  Sweetwater Rd",NULL,"PHOTOVOLTAIC","C/O ADVANTAX",NULL,"Audrey Merged",NULL
"PS SOLAR INC #27282 ","8000  Raytheon Rd",NULL,"PHOTOVOLTAIC","C/O ADVANTAX",NULL,"Audrey Merged",NULL
"PS SOLAR INC #27814 ","1925  57Th St",NULL,"PHOTOVOLTAIC","C/O ADVANTAX",NULL,"Audrey Merged",NULL
"PS SOLAR INC #29191 ","8866  Miramar Rd",NULL,"PHOTOVOLTAIC","C/O ADVANTAX",NULL,"Audrey Merged",NULL
"PS SOLAR INC #29205 ","9860  Pacific Heights Blvd",NULL,"PHOTOVOLTAIC","C/O ADVANTAX",NULL,"Audrey Merged",NULL
"PSYCLARITY HEALTH SD","4527,4529,4531,4533,4535 36 St","92116.0","SOCIAL REHABILITATION FACILITY","BARSALOU, AARON","(704) 771-0676","Audrey Merged",NULL
"Pacific Highlands Ranch Community Park","Village Center Loop Rd.",NULL,"CMTYPK","Parks & Recreation",NULL,"Audrey Merged",NULL
"RADY CHILDRENS HOSPITAL SAN DIEGO CENTER FOR HEALTHIER COMMUNITIES","3665  Kearny Villa Rd",NULL,"INSTITUTIONAL EXEMPT","SEE 6932810610",NULL,"Audrey Merged",NULL
"RAMONA TERRACE COMMUNITY LLC  ","1212  H St",NULL,"MOBILE HOME PARK","C/O PHIL AMOS&KIRK SAUNDERS",NULL,"Audrey Merged",NULL
"RANCHO BERNARDO COMMUNITY PRESBYTERIAN CHURCH (RBCPC) PRESCHOOL","17010  Pomerado Rd",NULL,"PRE-SCHOOL/CHILDCARE","SEE 7139575000",NULL,"Audrey Merged",NULL
"RANCHO BERNARDO SENIOR HOUSING LP ","11520 W Bernardo Ct",NULL,"APARTMENTS","C/O AFFIRMED HOUSING GROUP",NULL,"Audrey Merged",NULL
"RANCHO BERNARDO SENIOR HOUSING LP DBA TIZON SENIOR APARTMENTS","11520 W Bernardo Ct",NULL,"APARTMENTS","C/O AFFIRMED HOUSING GROUP",NULL,"Audrey Merged",NULL
"REC ENERGY RENEWABLES COMMERCIAL LLC ","5823  Newton Dr",NULL,"PHOTOVOLTAIC","C/O CONSOLIDATED ASSET MGMT",NULL,"Audrey Merged",NULL
"REDWOOD TERRACE","710 West 13Th Avenue","92025.0","RCFE-CONTINUING CARE RETIREMENT COMMUNITY","LEIF CAMERON","(760) 747-4306","Audrey Merged",NULL
