EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
263729641,CALIFORNIA DUI LAWYERS ASSOCIATION INC,% JOSHUA M DALE,4025 CAMINO DEL RIO S STE 300,SAN DIEGO,CA,92108-4108,0,6,3,2000,200903,2,0,0,1,1,202412.0,3,4,1,0,12,30696.0,146425.0,146425.0,I03,
263734590,SAN DIEGO MAHARASHTRA MANDAL,% SAN DIEGO MAHARASHTRA MANDAL,PO BOX 510916,SAN DIEGO,CA,92191-0000,0,3,3,1000,201003,1,16,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,A20,
263735337,CHINA YOUTH 4 ENVIRONMENTAL SUSTAINABILITY,% MAGGIE COX,15376 PAUMA VALLEY DR,PAUMA VALLEY,CA,92061-1614,0,3,3,1000,200902,1,15,0,1,1,202412.0,5,3,2,0,12,680636.0,27779.0,27779.0,C30,
263741007,TRANSFORMED LIFE CENTER,% MICHAEL BAKER,PO BOX 742111,SAN DIEGO,CA,92174-2111,0,3,3,7000,201512,1,10,0,1,1,,0,0,6,0,12,,,,S40,
263742872,BELIEVERS WORLD OUTREACH MISSIONS INC,% BETH DAHL,1025 D AVE,NATIONAL CITY,CA,91950-3409,0,3,3,1000,200908,1,15,0,1,1,202508.0,0,0,2,0,8,0.0,0.0,0.0,X21,
263749588,GRAND BOULE OF THE SIGMA PI PHI FRATERNITY,,1818 BALLINA DR,SAN DIEGO,CA,92114-1317,5719,10,9,1000,201005,2,0,0,5,1,,0,0,1,0,12,,,,,ALPHA PI
263757305,REALITY CHANGERS,,1331 E STREET,SAN DIEGO,CA,92101-6643,0,3,3,1200,200905,1,15,0,1,1,202406.0,6,6,1,0,6,3959788.0,4063555.0,3902892.0,B82,
263769982,MAGIC WATER INC,% NEIL HUTCHISON,1973 LAW ST,SAN DIEGO,CA,92109-3463,0,3,3,1280,200907,1,15,0,1,1,202512.0,0,0,2,0,12,0.0,0.0,0.0,H12,
263774751,FOOD CENTER OF NORTH COUNTY INC,% MARLIN DOODY,1144 OLIVE AVE,VISTA,CA,92083-4737,0,3,3,1000,200902,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,K31,
263783699,CHRISTIAN COMIC ARTS SOCIETY,% SCOTT SHUFORD/FRONTGATE MEDIA,5681 MARNE AVE,SAN DIEGO,CA,92120-4706,0,3,3,7200,200906,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,X83,
263805263,FREE FLOW SOCCER CLUB,,5638 LAKE MURRAY BLVD SUITE 341,LA MESA,CA,91942-1929,0,3,3,2000,200903,1,16,0,1,1,202412.0,5,6,1,0,12,538266.0,2087590.0,2087590.0,O50,
263833176,IGLESIA MINISTERIOS CIUDAD DE REFUGIO,,501 ANITA ST SPC 119,CHULA VISTA,CA,91911-4741,0,3,3,7000,201202,1,10,0,1,1,,0,0,6,0,12,,,,X21,MINISTERIOS CIUDAD DE REFUGIO
263843439,RENOVA INTERNATIONAL FOUNDATION,% FOUNDATION SOURCE,354 PASEO MARGUERITA,VISTA,CA,92084-2561,0,3,3,1000,200904,1,4,0,1,1,202412.0,5,4,0,1,12,590146.0,178690.0,,T20,
263852797,INNER CITY ATHLETIC PROGRAM,% CLARENCE HENDERSON III,3952 ILLINOIS ST APT B,SAN DIEGO,CA,92104-3691,0,3,3,1000,201411,1,15,0,1,1,202512.0,0,0,2,0,12,0.0,0.0,0.0,O50,
263864747,SAN DIEGO GEOLOGICAL SOCIETY,% DIANE MURBACH,3130 N EVERGREEN ST,SAN DIEGO,CA,92110-4710,0,3,3,2000,200902,1,16,0,1,1,202506.0,3,3,1,0,6,52812.0,71479.0,70378.0,U36,
263889828,INTERNATIONAL BIPOLAR FOUNDATION,% CALIFORNIA BIPOLAR FOUNDATION,1050 ROSECRANS ST STE M,SAN DIEGO,CA,92106-3053,0,3,3,1000,200902,1,15,0,1,1,202412.0,4,4,1,0,12,497485.0,295148.0,294240.0,F30,
263890715,AZUSA INTERNATIONAL INC,% SHARON ACKERMAN,28445 FALLEN TREE LN,ESCONDIDO,CA,92026-6808,0,3,3,1000,200906,1,15,0,1,1,202512.0,0,0,2,0,12,0.0,0.0,0.0,X20,
263906273,SONS OF THUNDER INC,% WILLIAM BRASWELL,6878 NAVAJO RD UNIT 87,SAN DIEGO,CA,92119-1572,0,3,3,1000,200903,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,P60,
263934475,NARROW GATE A CHARITABLE FOUNDATION,% RICHARD H WAGNER,12625 HIGH BLUFF DR STE 315,SAN DIEGO,CA,92130-2054,0,3,3,1000,200902,1,4,0,1,1,202412.0,1,1,0,1,12,777.0,1.0,,T20,
263942465,SVG HELPING HANDS INC,% SVG HELPING HANDS INC,3194 W CANYON AVE,SAN DIEGO,CA,92123-5426,0,3,3,1000,200904,1,16,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,W12,
263955987,ASIAN REAL ESTATE ASSOCIATION OF AMERICA AREAA SAN DIEGO CHAPTER,% GRIFFIN TSO,2333 CAMINO DEL RIO S STE 210,SAN DIEGO,CA,92108-3600,0,6,3,1000,201011,2,0,0,1,1,202412.0,3,4,1,0,12,56105.0,117529.0,117529.0,S41,
263991181,LA MISION MINISTRIES,% DAVID HESSLER,PO BOX 121264,CHULA VISTA,CA,91912-4864,0,3,3,1000,200908,1,15,0,1,1,202412.0,3,4,1,0,12,79553.0,173701.0,173701.0,Q33,
263998397,RBHS GRIDIRON CLUB,% CINDY WARNER,12463 RANCHO BERNARDO RD 115,SAN DIEGO,CA,92128-2143,0,3,3,1000,201002,1,15,0,5,1,202312.0,3,4,1,0,12,85944.0,199801.0,170402.0,B11,
264011172,CROSSROADS NEW THOUGHT SPIRITUAL CENTER INC,% RICHARD L SWENSON,2734 LOKER AVE W STE H,CARLSBAD,CA,92010-6628,0,3,3,7000,201202,1,10,0,1,1,,0,0,6,0,12,,,,X20,
264013959,IGLESIA DE CRISTO DE CHULA VISTA,% DIEGO VERDUGO GUZMAN,470 L ST,CHULA VISTA,CA,91911-1113,0,3,3,7000,201207,1,10,0,1,1,,0,0,6,0,12,,,,X21,
264019818,H AND M NAKANO FOUNDATION,,4064 FRONT ST APT 3,SAN DIEGO,CA,92103-2059,0,3,3,1000,200907,1,4,0,1,1,202409.0,4,4,0,1,9,431600.0,132904.0,,T30,
264027886,SET FREE MINISTRIES NORTH SAN DIEGO,,1135 N BROADWAY,ESCONDIDO,CA,92026-3045,0,3,3,7100,201002,1,10,0,1,1,,0,0,6,0,12,,,,X20,
264039716,HOI DEN HUNG FOUNDATION,% THE LE,7140 UNIVERSITY AVE STE 102,LA MESA,CA,91942-5947,0,3,3,1000,201110,1,16,0,1,1,202412.0,4,3,1,0,12,267790.0,90000.0,90000.0,A80,
264107618,OUTSIDE THE BOWL,% JUNIUS EVANS,504 JONES RD,OCEANSIDE,CA,92058-1218,0,3,3,1000,200905,1,15,0,1,1,202412.0,5,5,1,0,12,503043.0,845186.0,845186.0,K30,
264126595,TERRY FARRELL FIREFIGHTERS FUND CA INC,% JIM COLSTON,3883 ROBINHOOD LN,VISTA,CA,92084-7467,0,3,3,1000,200908,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,B82,TERRY FARRELL FIREFIGHTERS FUND
264134254,CENTRO CRISTIANO ABBA PADRE AD,,5715 ROANOKE ST,SAN DIEGO,CA,92139-3425,1678,3,9,7000,196408,1,10,1002029,5,1,,0,0,6,0,12,,,,,
264135895,INTER TRIBAL LONG TERM RECOVERY FOUNDATION,,29914 MILLER LN,VALLEY CENTER,CA,92082-5834,0,3,3,1000,200909,1,15,0,1,1,202412.0,3,4,1,0,12,31217.0,220351.0,202472.0,M20,
264136041,VIVIANA ENRIQUE BALLET FOLKLORICO EN AZTLAN DANCE THEATRE COMPANY AN,% VIVIANA ENRIQUE,207 RITCHEY ST,SAN DIEGO,CA,92114-4508,0,3,3,2000,200903,1,15,0,1,1,202512.0,0,0,2,0,12,0.0,0.0,0.0,A62,BALLET FOLKLORICO EN AZTLAN
264146730,GARY AND MARY WEST HEALTH INSTITUTE,,10350 N TORREY PINES RD,LA JOLLA,CA,92037-1020,0,3,3,8000,200907,1,12,0,1,1,202412.0,8,8,1,0,12,28403353.0,44564569.0,44564569.0,H92,
264147781,THE WORD TO THE WORLD,% DREW MACINTYRE,PO BOX 1717,ALPINE,CA,91903-1717,0,3,3,2000,202402,1,15,0,1,1,202412.0,4,3,2,0,12,165661.0,48324.0,48324.0,X20,
264173153,WMD FOUNDATION INC,% STEVEN E GARBER,4440 DEL MONTE AVE,SAN DIEGO,CA,92107-3608,0,3,3,1000,201609,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,Q40,
264184597,SAINT JOHN THE BELOVED CATHEDRAL AMERICAN CATHOLIC CHURCH,% THOMAS E ABEL,3900 CLEVELAND AVE,SAN DIEGO,CA,92103-3403,0,3,3,1000,201009,1,10,0,1,1,,0,0,6,0,12,,,,X21,
264207274,SAN DIEGO MODEL RAILROAD ASSOCIATION,% JOHN C EDGINGTON,1649 EL PRADO STE 4,SAN DIEGO,CA,92101-1664,0,3,3,1000,200908,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,A99,
264207421,AFE FOUNDATION,,1611 S MELROSE DRIVE SUITE A 152,VISTA,CA,92081-5407,0,3,3,2000,201211,1,15,0,1,1,202412.0,6,4,1,0,12,1154597.0,380821.0,380821.0,G80,
264210226,IGLESIA CAMINO AL CIELO CHRISTIAN REFORMED CHURCH,% JOSE BALDERAS,2406 N TWIN OAKS VALLEY RD,SAN MARCOS,CA,92069-9600,2605,3,9,7000,197502,1,10,1000000,5,1,,0,0,6,0,12,,,,,
264219808,KUMEYAAY DIEGUENO LAND CONSERVANCY,,2 KWAAYPAAY CT,EL CAJON,CA,92019-1832,0,3,3,1000,202309,1,15,0,1,1,202412.0,7,3,1,0,12,5216335.0,55560.0,55560.0,C34,
264228771,LISA AND ERNEST AUERBACH FAMILY FOUNDATION,% JOHN FARKASH,PO BOX 576,RCHO SANTA FE,CA,92067-0576,0,3,3,1000,200909,1,4,0,1,1,202412.0,6,4,0,1,12,1525940.0,255727.0,,T20,
264236050,NOVACOMM,% WALTER DAVIS,5015 SHOREHAM PLACE SUITE 150,SAN DIEGO,CA,92122-5926,0,3,3,1000,201008,1,17,0,1,1,202406.0,1,0,2,0,6,3422.0,0.0,0.0,S31,
264237532,MINISTERIOS EGLAFE,% REYNA E FARIAS DE GONZALEZ,2165 PUEBLO GLN,ESCONDIDO,CA,92027-1277,0,3,3,7100,201302,1,10,0,1,1,,3,4,6,0,12,,,,X20,
264239279,SAN DIEGO YOUTH DEVELOPMENT FOUNDATION,% DANIEL VILLARREAL,2957 L ST,SAN DIEGO,CA,92102-4135,0,3,3,2000,200903,1,15,0,1,1,202512.0,0,0,2,0,12,0.0,0.0,0.0,O50,
264297583,GREEN CROW ANIMAL RESCUE ASSOCIATION,,PO BOX 1302,PINE VALLEY,CA,91962-1302,0,3,3,1000,200908,1,15,0,5,1,202512.0,0,0,2,0,12,0.0,0.0,0.0,D20,
264311106,PROTECT OUR COMMUNITIES FOUNDATION,% DENIS TRAFECANTY,4452 PARK BLVD STE 309,SAN DIEGO,CA,92116-4049,0,3,3,2000,200904,1,15,0,1,1,202412.0,6,5,1,0,12,2034103.0,839487.0,834563.0,C60,
264336995,BETTER BY THE POUND INC,% J RANDY DAVIS,155 ROSEBAY DR APT 51,ENCINITAS,CA,92024-3341,0,3,3,1000,201003,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,D20,
264341331,ALL SAINTS AMERICAN CATHOLIC CHURCH,% REV JANINE STOCK,1057 SYCAMORE AVE,VISTA,CA,92081-7818,0,3,3,7000,201008,1,10,0,1,1,,0,0,6,0,12,,,,X20,
264344668,SHOULDER TO SHOULDER MINISTRY INTERNATIONAL,,12665 CREEKVIEW DR UNIT 139,SAN DIEGO,CA,92128-5654,0,3,3,7200,201005,1,15,0,1,1,202412.0,1,2,2,0,12,7608.0,22870.0,22870.0,X20,
264345298,HOC INC,% STEFANIE COLONNA,1768 BLACKBIRD CIR,CARLSBAD,CA,92011-5008,0,3,3,1000,200909,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,T123,
264366039,HOUSING RENAISSANCE,% GARY ACOSTA,10507 ABALONE LANDING TER,SAN DIEGO,CA,92130-8711,0,6,3,2000,200910,2,0,0,1,1,202412.0,1,0,2,0,12,5127.0,0.0,0.0,S47,
264374565,GROW FOUNDATION - STUDENT AND FAMILY INTERNATIONAL OUTREACH,,5694 MISSION CENTER RD STE 602-313,SAN DIEGO,CA,92108-4324,0,3,3,1000,200904,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,B192,
264379838,IGLESIA DE CRISTO K STREET,% REINALDO MENDEZ,3202 K ST,SAN DIEGO,CA,92102-4228,0,3,3,1000,201104,1,10,0,1,1,,0,0,6,0,12,,,,X20,
264381424,4 WALLS INTERNATIONAL INCORPORATED,% STEVEN WRIGHT,5046 W POINT LOMA BLVD,SAN DIEGO,CA,92107-1313,0,3,3,1200,202209,1,15,0,1,1,202306.0,2,3,2,0,6,14233.0,29412.0,29412.0,L20,4 WALLS INTERNATIONAL
264399548,WRIGHTS AVIATION MINISTRIES,% JAMES WRIGHT,1948 ORO VISTA RD,SAN DIEGO,CA,92154-4264,0,3,3,1000,201503,1,15,0,1,1,202502.0,0,0,2,0,2,0.0,0.0,0.0,E62,
264416125,TURTLEBACK EDUCATION FOUNDATION,%,15855 TURTLEBACK RD,SAN DIEGO,CA,92127-2044,0,3,3,1000,200908,1,16,0,1,1,202506.0,0,0,2,0,6,0.0,0.0,0.0,T30,
264423518,RIVER VALLEY CHARTER SCHOOL,% SHERRIE EGESKOG,9707 1/2 MARILLA DR,LAKESIDE,CA,92040-2868,0,3,3,1000,201010,1,11,0,1,1,202406.0,6,6,1,0,6,1226279.0,3809228.0,3809228.0,B25,
264430847,THE SYMPTOM FOUNDATION,% MATTHEW RUBIN,2341 MARCA PL,CARLSBAD,CA,92009-8022,0,3,3,1200,200907,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,F80,
264433896,YOUNG AND PROSPEROUS FOUNDATION,% CHRISTOPHER JONES,1802 MATTERO AVE,CHULA VISTA,CA,91913-3522,0,3,3,1000,200909,1,15,0,1,1,202412.0,3,4,1,0,12,93841.0,190421.0,190421.0,,
264462813,DEL MAR WATER POLO INC A CALIFORNIA NON PROFIT CORPORATION,% BRETT ORMSBY,2658 DEL MAR HEIGHTS ROAD 204,DEL MAR,CA,92014-3100,0,3,3,2000,201007,1,16,0,1,1,202412.0,4,6,1,0,12,206280.0,1158210.0,1153529.0,N67,
264465056,MUSLIM AMERICAN SOCIETY OF SAN DIEGO COUNTY,% MAS MAS SAN DIEGO,7710 BALBOA AVE STE 208C,SAN DIEGO,CA,92111-2261,0,3,3,7100,201307,1,15,0,1,1,202312.0,6,4,1,0,12,1284086.0,295870.0,295870.0,X40,
264501884,SAN DIEGO CATHOLIC RADIO INC,% STEPHEN BEUERLE,525 B ST STE 2200,SAN DIEGO,CA,92101-4474,0,3,3,7000,200908,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,X84,MISSION RADIO
264533868,CLAIREMONT FAITH CENTER,% WHITE J D,7045 FORUM ST,SAN DIEGO,CA,92111-3326,1446,3,9,7000,195902,1,10,268120230,5,1,,0,0,6,0,12,,,,,
264540063,THE DLH FOUNDATION,% THAD D HAMILTON,1835A S CENTRE CITY PKWY 214,ESCONDIDO,CA,92025-6525,0,3,3,1000,201002,1,3,0,1,1,202412.0,4,3,0,1,12,197867.0,71755.0,,G123,
264547966,AMERICAN LEGION AUXILIARY,% TAMMY NIELSEN,PO BOX 2877,OCEANSIDE,CA,92051-2877,964,19,9,1000,194610,1,0,319907000,5,1,202506.0,0,0,2,0,6,0.0,0.0,0.0,,146 OCEANSIDE
264554091,CHABAD CENTER OF UNIVERSITY CITY,,3813 GOVERNOR DR,SAN DIEGO,CA,92122-2440,0,3,3,7000,200911,1,10,0,1,1,,0,0,6,0,12,,,,X30,
264562740,THE ANSWER CHURCH,% PASTOR THEODORE LOREY,1303 EVERGREEN DR,CARDIFF,CA,92007-1015,2079,3,9,7200,197005,1,10,601030000,5,1,,0,0,6,0,12,,,,,
264569809,SO OTHERS MAY EAT INCORPORATED,% TRESHA SOUZA,9222 CHESAPEAKE DRIVE,SAN DIEGO,CA,92123-1026,0,3,3,1000,200908,1,15,0,1,1,202412.0,3,2,2,0,12,88506.0,17537.0,17537.0,K31,
264570058,AVIVA SAN DIEGO CHRISTIAN CHURCH AG,,4178 WIGHTMAN ST,SAN DIEGO,CA,92105-2526,1678,3,9,7000,196408,1,10,1002029,5,1,,0,0,6,0,12,,,,,
264577958,SOUL CENTER FOUNDATION FOR SPIRITUAL AWAKENING,% TOM KELLY,681 ENCINITAS BLVD STE 305,ENCINITAS,CA,92024-0000,0,3,3,7000,201002,0,10,0,1,1,,0,0,6,0,12,,,,,
264594152,LIFE-LINE CONVALESCENT MINISTRIES,% NA,10147 CAREFREE DR,SANTEE,CA,92071-1810,0,3,3,1000,201002,1,15,0,1,1,202503.0,0,0,2,0,3,0.0,0.0,0.0,X99,
264600440,URBAN SURF 4 KIDS ORG,% CRAIG JENKINS,2840 FLETCHER PARKWAY SUITE 433,EL CAJON,CA,92020-2111,0,3,3,2000,201102,1,15,0,1,1,202412.0,3,4,1,0,12,43242.0,287991.0,223933.0,N67,
264628089,FATHERS HOUSE INC,% DANIEL DAUGHERTY,1185 LINDA VISTA DR STE C,SAN MARCOS,CA,92078-3823,0,3,3,7000,201010,1,10,0,1,1,,0,0,6,0,12,,,,X21,
264631205,JEWISH UNIVERSE MEDIA,,2750 WHEATSTONE ST SPC 212,SAN DIEGO,CA,92111-5452,0,3,3,2000,200907,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,A34,
264632175,OAK SPRINGS RANCH CONSERVANCY CORPORATION,,9191 TOWNE CENTRE DR STE 180,SAN DIEGO,CA,92122-6205,0,3,3,1000,201407,1,4,0,1,1,202412.0,1,1,0,1,12,4957.0,1.0,,T22,
264651997,4S RANCH GIRLS SOFTBALL LEAGUE,% MICHAEL ROBERTS,9324 FOSTORIA CT,SAN DIEGO,CA,92127-2614,0,3,3,1000,200909,1,16,0,1,1,202412.0,0,0,2,0,6,0.0,0.0,0.0,N63,
264653266,VALLEY CENTER COMMUNITY AID GROUP,,PO BOX 962,VALLEY CENTER,CA,92082-0962,0,3,3,1000,201411,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,T99,
264671099,AMPLIFIED IMPACT PARTNERS,% ERICA HALPERN,3990 OLD TOWN AVE STE C304,SAN DIEGO,CA,92110-2976,0,3,3,1000,200907,1,16,0,1,1,202506.0,6,6,1,0,6,1418265.0,1146134.0,1146134.0,V26,
264671852,PCSSD INC,% BALJIT TOOR,1047 CANYON CREEK PL,ESCONDIDO,CA,92025-6742,0,3,3,7000,200909,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,X70,
264676082,DEL MAR PINES FOUNDATION FOR EDUCATION,% PHIL SCOTT,3975 TORRINGTON ST,SAN DIEGO,CA,92130-1293,0,3,3,1000,200908,1,15,0,1,1,202503.0,4,4,1,0,3,404343.0,297968.0,297968.0,B112,
264722181,BECKMAN-MATSUI FAMILY FOUNDATION,% WILLIAM R BECKMAN,PO BOX 484,RCHO SANTA FE,CA,92067-0484,0,3,3,1000,200909,1,4,0,1,1,202412.0,5,3,0,1,12,571977.0,34049.0,,T20,
264731928,GIRLS JUNIOR AMERICAS CUP,% MARY ANN RODMAN,3914 MURPHY CANYON RD STE A170,SAN DIEGO,CA,92123-4415,0,3,3,1000,201203,1,16,0,1,1,202412.0,2,1,2,0,12,19202.0,5450.0,5450.0,N6A,
264731947,NEW YORK CHAMBER MUSIC FESTIVAL INC,% ELMIRA DARVAROVA,539 S SIERRA AVE UNIT 95,SOLANA BEACH,CA,92075-2249,0,3,3,1000,201003,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,A69,
264734613,JAI LAO FOUNDATION,% TIPPY THOUMMARATH,PO BOX 130,POWAY,CA,92074-0130,0,3,3,1000,200907,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,Q33,
264734979,IGLESIA DE DIOS PENTECOSTES RIOS DE,,3120 FRANKLIN AVE,SAN DIEGO,CA,92113-1429,0,3,3,7000,200908,1,10,0,1,1,,0,0,6,0,12,,,,X21,
264741150,LIFE FAMILY WORSHIP INTERNATIONAL,,4357 DWIGHT ST,SAN DIEGO,CA,92105-3435,0,3,3,7000,200910,1,10,0,1,1,201912.0,0,0,6,0,12,0.0,0.0,0.0,X20,
264746724,NATIONAL RECREATION EDUCATION FOUNDATION,% MICHELLE ZALOOM,1106 2ND ST BOX 512,ENCINITAS,CA,92024-5031,0,3,3,2000,201001,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,P30,
264794893,ELEANORS PLACE BOUTIQUE,% DANA BRYANT,2958 IMPERIAL AVE,SAN DIEGO,CA,92102-4126,0,3,3,1200,201805,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,A70,
264811597,KIDZ USA,% ANA STEIGERWALD,1161 VIA ESPANA,LA JOLLA,CA,92037-7422,0,3,3,1000,201009,1,15,0,1,1,202512.0,0,0,2,0,12,0.0,0.0,0.0,P58,
264812173,MSACL,% CHRIS HEROLD,205 12TH ST,DEL MAR,CA,92014-2316,0,3,3,1000,200909,1,15,0,1,1,202506.0,5,5,1,0,6,663694.0,666934.0,666934.0,E99,
264817528,PACIFIC CLAIM EXECUTIVES ASSOCIATION,% KATHY TURNER,4180 LA JOLLA VILLAGE DR STE 300,LA JOLLA,CA,92037-1472,0,6,3,2000,200910,2,0,0,5,1,202412.0,4,4,1,0,12,113833.0,239335.0,239335.0,Y032,
264819702,POWAY DANCE BOOSTER CLUB,% VALERIE KOHLS,PO BOX 48,POWAY,CA,92074-0048,0,3,3,2000,200907,1,15,0,1,1,202505.0,3,4,1,0,5,46810.0,183813.0,183813.0,N11,
264823072,PROJECT LEFT BEHIND,% KEVIN LIVOLSI,2541 VIA PISA,DEL MAR,CA,92014-3815,0,3,3,1000,201408,1,15,0,1,1,202412.0,4,3,1,0,12,199375.0,55572.0,55572.0,K30,
264824510,PREVENT DROWNING FOUNDATION OF SAN DIEGO,% BRYAN P CHADWELL,PO BOX 90622,SAN DIEGO,CA,92169-2622,0,3,3,2000,200907,1,15,0,1,1,202412.0,4,4,1,0,12,221198.0,218804.0,213332.0,O50,
264825014,HEARING LOSS ASSOCIATION OF AMERICA INC,% CHARLENE K SIVERTSON,3284 E FOX RUN WAY,SAN DIEGO,CA,92111-7723,3802,3,9,1000,200111,1,15,0,5,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,P87,SAN DIEGO CHAPTER
264832772,OUTSIDE THE LENS,% ELISA THOMSON,125 14TH ST,SAN DIEGO,CA,92101-7523,0,3,3,1000,200911,1,15,0,1,1,202412.0,6,6,1,0,12,1679924.0,2630374.0,2630374.0,O500,
264833710,FRIENDS OF JOSHUA ORPHAN CARE IN MALAWI AFRICA,% LAUREL GLOCKLER,30411 DENDY SKY LN,VALLEY CENTER,CA,92082-4825,0,3,3,1000,200911,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,Q33,
264838714,SAN DIEGO REIKI CORPS INC,% ROBERT BOWEN,32321C BUSINESS PARK DR,VISTA,CA,92081-0000,0,3,3,1000,200908,1,15,0,1,1,202512.0,0,0,2,0,12,0.0,0.0,0.0,E70,
266065762,WILLIAM GUMPERT FOUNDATION,% DAVID CORNSWEET,PO BOX 231549,ENCINITAS,CA,92023-1549,0,3,3,1000,200905,1,4,0,2,1,202412.0,8,8,0,1,12,40977612.0,17550815.0,,T20,
266160713,STUART FAMILY CHARITABLE TR,% JAMES & CANDACE STUART,PO BOX 3,RCHO SANTA FE,CA,92067-0003,0,3,3,1000,201402,1,4,0,2,1,202412.0,5,4,0,1,12,682359.0,308949.0,,T22,JAMES M STUART TTEE
266234431,ELIZABETH N CRANE FOUNDATION,% BANKS & BANKS FIDUCIARY SERVICES,8270 LA MESA BLVD STE 201,LA MESA,CA,91942-5216,0,3,3,1000,200804,1,4,0,2,1,202412.0,7,6,0,1,12,6602626.0,1351312.0,,T20,LINCOLN H BANKS TTEE
266697263,BETTY UPHAM GOURAUD MUSIC FOUNDATION FOR ALL SOULS CHURCH,% GEOFFREY GRAHAM,1475 CATALINA BLVD,SAN DIEGO,CA,92107-3763,0,3,3,1000,201005,1,17,0,2,1,202412.0,4,3,1,0,12,438968.0,61367.0,19705.0,X112,DEBORAH U MAY-BUFFUM TTEE
270004544,MISSION HILLS GARDEN CLUB,% BARBARA MANDEL,325 W WASHINGTON AVE 166,SAN DIEGO,CA,92103-1946,0,3,3,2000,200506,1,16,0,1,1,202506.0,4,1,2,0,6,117312.0,375.0,375.0,C41,
270019228,SAN DIEGO THEATRE SCENE INC,% DALE MORRIS,PO BOX 1442,LAKESIDE,CA,92040-0911,0,3,3,1200,200301,1,16,0,1,1,202509.0,0,0,2,0,9,0.0,0.0,0.0,A61,
270021362,WORLD SCHOOL INC,% JENNIFER PICKERING,1217 TRIESTE DR,SAN DIEGO,CA,92107-3947,0,3,3,1200,200210,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,A70,
270030257,MEGILL & COMPANY INC,% HEATHER MEGILL,2581 FELINDA WAY,OCEANSIDE,CA,92056-3429,0,3,3,1000,200210,1,16,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,A65,
270030383,NORTH COUNTY GURKHAS RUGBY CLUB INC,% RAY STEEL,130 TAMARACK AVE APT 2,CARLSBAD,CA,92008-4098,0,3,3,2000,200407,1,16,0,1,1,202406.0,0,0,2,0,6,0.0,0.0,0.0,N70,
270053380,IGLESIA BAUTISTA FUNDAMENTAL OF ESCONDIDO CALIFORNIA,% JESUS NOE RIVAS,221 W 7TH AVE,ESCONDIDO,CA,92025-4811,0,3,3,7000,200709,1,10,0,1,1,,0,0,6,0,12,,,,X21,
270059312,SONS OF ITALY IN AMERICA,% JAMES HILL,PO BOX 301268,ESCONDIDO,CA,92030-1268,3610,8,9,1000,194106,1,0,0,5,1,202512.0,1,1,2,0,12,2853.0,1120.0,1120.0,,1627 FRATELLANZA GARIBALDINA
270062300,NCBOA INC,% ROBERT N SHERMAN,PO BOX 4,CARLSBAD,CA,92018-0004,0,3,3,1000,200310,1,16,0,1,1,202508.0,3,4,1,0,8,33692.0,212430.0,212430.0,N62,
270065362,TIERRASANTA ELEMENTARY SCHOOL FOUNDATION,% LORI KUEY-FONG,5450 LA CUENTA DR,SAN DIEGO,CA,92124-1417,0,3,3,2000,200408,1,16,0,1,1,202506.0,4,4,1,0,6,254056.0,180714.0,180714.0,B11,
270079742,BIBLE LIGHT APOSTOLIC CHURCH,% ELDER JAMES WILLINGHAM,8955 KENWOOD DR,SPRING VALLEY,CA,91977-2028,0,3,3,7000,200503,1,10,0,5,1,,0,0,6,0,1,,,,X20,
